geometry,geometry_index,sequence_index,base_seed,independent_unit,truth_provenance,truth_seed,nominal_bearing_noise_provenance,nominal_bearing_noise_seed,transport_loss_uniform_provenance,transport_loss_uniform_seed,transport_delay_uniform_provenance,transport_delay_uniform_seed,outlier_mask_uniform_provenance,outlier_mask_uniform_seed,outlier_direction_provenance,outlier_direction_seed
informative,0,22,20260912,whole_base_sequence,s7cd1:20260912:0:22:truth,3679862645108887531,s7cd1:20260912:0:22:nominal_bearing_noise,7666785125387168855,s7cd1:20260912:0:22:transport_loss_uniform,5159736581357721359,s7cd1:20260912:0:22:transport_delay_uniform,5943403305395579345,s7cd1:20260912:0:22:outlier_mask_uniform,5508175634936497658,s7cd1:20260912:0:22:outlier_direction,1940708187503585426
informative,0,23,20260912,whole_base_sequence,s7cd1:20260912:0:23:truth,11867241414329189149,s7cd1:20260912:0:23:nominal_bearing_noise,7214872430488513787,s7cd1:20260912:0:23:transport_loss_uniform,9051256090496851854,s7cd1:20260912:0:23:transport_delay_uniform,15685337310490237530,s7cd1:20260912:0:23:outlier_mask_uniform,12553739994246764438,s7cd1:20260912:0:23:outlier_direction,17913931021885394455
informative,0,24,20260912,whole_base_sequence,s7cd1:20260912:0:24:truth,7517322716410920148,s7cd1:20260912:0:24:nominal_bearing_noise,9994713191965660048,s7cd1:20260912:0:24:transport_loss_uniform,14823819532120512928,s7cd1:20260912:0:24:transport_delay_uniform,11385104720567224224,s7cd1:20260912:0:24:outlier_mask_uniform,13258431468613490802,s7cd1:20260912:0:24:outlier_direction,12675682538002909302
informative,0,25,20260912,whole_base_sequence,s7cd1:20260912:0:25:truth,16144673004591750094,s7cd1:20260912:0:25:nominal_bearing_noise,13195160000253934963,s7cd1:20260912:0:25:transport_loss_uniform,15829591969016581250,s7cd1:20260912:0:25:transport_delay_uniform,11641695514271353392,s7cd1:20260912:0:25:outlier_mask_uniform,2450400220208287881,s7cd1:20260912:0:25:outlier_direction,640435517248572188
informative,0,26,20260912,whole_base_sequence,s7cd1:20260912:0:26:truth,1626776592018253156,s7cd1:20260912:0:26:nominal_bearing_noise,12951818116964518653,s7cd1:20260912:0:26:transport_loss_uniform,10619993038091984471,s7cd1:20260912:0:26:transport_delay_uniform,5984517483494111816,s7cd1:20260912:0:26:outlier_mask_uniform,6809573534331914401,s7cd1:20260912:0:26:outlier_direction,15879969852141690252
informative,0,27,20260912,whole_base_sequence,s7cd1:20260912:0:27:truth,2081415057672938832,s7cd1:20260912:0:27:nominal_bearing_noise,15487642804085312665,s7cd1:20260912:0:27:transport_loss_uniform,5984114177441162667,s7cd1:20260912:0:27:transport_delay_uniform,12991900051804066725,s7cd1:20260912:0:27:outlier_mask_uniform,10180420894980985348,s7cd1:20260912:0:27:outlier_direction,800938927044683437
informative,0,28,20260912,whole_base_sequence,s7cd1:20260912:0:28:truth,18371389167632671395,s7cd1:20260912:0:28:nominal_bearing_noise,8988305047390193270,s7cd1:20260912:0:28:transport_loss_uniform,8414470025900569885,s7cd1:20260912:0:28:transport_delay_uniform,4964949605894991073,s7cd1:20260912:0:28:outlier_mask_uniform,12875830811957024952,s7cd1:20260912:0:28:outlier_direction,16469626292974810758
informative,0,29,20260912,whole_base_sequence,s7cd1:20260912:0:29:truth,14226641528236018188,s7cd1:20260912:0:29:nominal_bearing_noise,2385544431620640324,s7cd1:20260912:0:29:transport_loss_uniform,11030656552877472234,s7cd1:20260912:0:29:transport_delay_uniform,16454193144803521996,s7cd1:20260912:0:29:outlier_mask_uniform,1105483077915743932,s7cd1:20260912:0:29:outlier_direction,13115749989724836558
informative,0,30,20260912,whole_base_sequence,s7cd1:20260912:0:30:truth,7699580254216924753,s7cd1:20260912:0:30:nominal_bearing_noise,6496124782797765391,s7cd1:20260912:0:30:transport_loss_uniform,8189047718874478163,s7cd1:20260912:0:30:transport_delay_uniform,18292564077034813166,s7cd1:20260912:0:30:outlier_mask_uniform,14937745116315042985,s7cd1:20260912:0:30:outlier_direction,7751768811302880302
informative,0,31,20260912,whole_base_sequence,s7cd1:20260912:0:31:truth,10079080953166530390,s7cd1:20260912:0:31:nominal_bearing_noise,11433362284496524708,s7cd1:20260912:0:31:transport_loss_uniform,4385961836385244372,s7cd1:20260912:0:31:transport_delay_uniform,3748650980791841253,s7cd1:20260912:0:31:outlier_mask_uniform,14192656265736297688,s7cd1:20260912:0:31:outlier_direction,17763517853391994014
informative,0,32,20260912,whole_base_sequence,s7cd1:20260912:0:32:truth,10268099104358299837,s7cd1:20260912:0:32:nominal_bearing_noise,9264474640871171785,s7cd1:20260912:0:32:transport_loss_uniform,8245774471743864999,s7cd1:20260912:0:32:transport_delay_uniform,5248866783618697685,s7cd1:20260912:0:32:outlier_mask_uniform,5934900992977398421,s7cd1:20260912:0:32:outlier_direction,8624927297018088727
informative,0,33,20260912,whole_base_sequence,s7cd1:20260912:0:33:truth,9210339299781141922,s7cd1:20260912:0:33:nominal_bearing_noise,12735860268448011222,s7cd1:20260912:0:33:transport_loss_uniform,12753855823024602508,s7cd1:20260912:0:33:transport_delay_uniform,2481721954938708317,s7cd1:20260912:0:33:outlier_mask_uniform,3897762757980470054,s7cd1:20260912:0:33:outlier_direction,14521741205818637501
informative,0,34,20260912,whole_base_sequence,s7cd1:20260912:0:34:truth,14635050782783065318,s7cd1:20260912:0:34:nominal_bearing_noise,957013073161058287,s7cd1:20260912:0:34:transport_loss_uniform,16149629015284823402,s7cd1:20260912:0:34:transport_delay_uniform,3891927506670475742,s7cd1:20260912:0:34:outlier_mask_uniform,8480553436802034070,s7cd1:20260912:0:34:outlier_direction,15119182073238813762
informative,0,35,20260912,whole_base_sequence,s7cd1:20260912:0:35:truth,14197386293357423149,s7cd1:20260912:0:35:nominal_bearing_noise,2180928694659655263,s7cd1:20260912:0:35:transport_loss_uniform,17736332258453629691,s7cd1:20260912:0:35:transport_delay_uniform,2522742518924395875,s7cd1:20260912:0:35:outlier_mask_uniform,1776635378902280069,s7cd1:20260912:0:35:outlier_direction,11138847436844016539
informative,0,36,20260912,whole_base_sequence,s7cd1:20260912:0:36:truth,7371679399670527437,s7cd1:20260912:0:36:nominal_bearing_noise,9407856363951286011,s7cd1:20260912:0:36:transport_loss_uniform,5517157734069854955,s7cd1:20260912:0:36:transport_delay_uniform,9900043555886507662,s7cd1:20260912:0:36:outlier_mask_uniform,11474042661093921443,s7cd1:20260912:0:36:outlier_direction,16861815233690302176
informative,0,37,20260912,whole_base_sequence,s7cd1:20260912:0:37:truth,10156913795181083362,s7cd1:20260912:0:37:nominal_bearing_noise,7433676826201770321,s7cd1:20260912:0:37:transport_loss_uniform,17372885107416256360,s7cd1:20260912:0:37:transport_delay_uniform,815623135608094953,s7cd1:20260912:0:37:outlier_mask_uniform,14102290453325625701,s7cd1:20260912:0:37:outlier_direction,10132037285115739726
informative,0,38,20260912,whole_base_sequence,s7cd1:20260912:0:38:truth,16719446025447099627,s7cd1:20260912:0:38:nominal_bearing_noise,3740911896215832178,s7cd1:20260912:0:38:transport_loss_uniform,16875887489851427954,s7cd1:20260912:0:38:transport_delay_uniform,5850779587062070896,s7cd1:20260912:0:38:outlier_mask_uniform,5209913107325487719,s7cd1:20260912:0:38:outlier_direction,6761222250193875418
informative,0,39,20260912,whole_base_sequence,s7cd1:20260912:0:39:truth,14838124063334686640,s7cd1:20260912:0:39:nominal_bearing_noise,11834466669379976177,s7cd1:20260912:0:39:transport_loss_uniform,12401905935252883575,s7cd1:20260912:0:39:transport_delay_uniform,5935888149478105796,s7cd1:20260912:0:39:outlier_mask_uniform,7809761893743651244,s7cd1:20260912:0:39:outlier_direction,6551766570961262338
informative,0,40,20260912,whole_base_sequence,s7cd1:20260912:0:40:truth,11587129756192704062,s7cd1:20260912:0:40:nominal_bearing_noise,8035042033020949437,s7cd1:20260912:0:40:transport_loss_uniform,14079740634524740288,s7cd1:20260912:0:40:transport_delay_uniform,11211545034858393290,s7cd1:20260912:0:40:outlier_mask_uniform,805725532165302776,s7cd1:20260912:0:40:outlier_direction,10331290905945128530
informative,0,41,20260912,whole_base_sequence,s7cd1:20260912:0:41:truth,936392180583944513,s7cd1:20260912:0:41:nominal_bearing_noise,7136780137664939184,s7cd1:20260912:0:41:transport_loss_uniform,3477713182599199578,s7cd1:20260912:0:41:transport_delay_uniform,9789824087899755779,s7cd1:20260912:0:41:outlier_mask_uniform,482461532315674741,s7cd1:20260912:0:41:outlier_direction,5602101525415098368
informative,0,42,20260912,whole_base_sequence,s7cd1:20260912:0:42:truth,9846418761905090606,s7cd1:20260912:0:42:nominal_bearing_noise,10575374539271235652,s7cd1:20260912:0:42:transport_loss_uniform,15081983816063411439,s7cd1:20260912:0:42:transport_delay_uniform,16689141884411774603,s7cd1:20260912:0:42:outlier_mask_uniform,6248938432199414433,s7cd1:20260912:0:42:outlier_direction,1635835147717101923
informative,0,43,20260912,whole_base_sequence,s7cd1:20260912:0:43:truth,13902863270610315454,s7cd1:20260912:0:43:nominal_bearing_noise,14675319729846731696,s7cd1:20260912:0:43:transport_loss_uniform,10082727887937077424,s7cd1:20260912:0:43:transport_delay_uniform,15835246159810046022,s7cd1:20260912:0:43:outlier_mask_uniform,14899686575177814756,s7cd1:20260912:0:43:outlier_direction,3522747365247635508
informative,0,44,20260912,whole_base_sequence,s7cd1:20260912:0:44:truth,16933288755181003437,s7cd1:20260912:0:44:nominal_bearing_noise,506466545347212717,s7cd1:20260912:0:44:transport_loss_uniform,8553269054626728174,s7cd1:20260912:0:44:transport_delay_uniform,14194843280502655935,s7cd1:20260912:0:44:outlier_mask_uniform,16464319194049676137,s7cd1:20260912:0:44:outlier_direction,8444171314800586257
informative,0,45,20260912,whole_base_sequence,s7cd1:20260912:0:45:truth,11226168180291591584,s7cd1:20260912:0:45:nominal_bearing_noise,8391880170568160488,s7cd1:20260912:0:45:transport_loss_uniform,9926489551668143084,s7cd1:20260912:0:45:transport_delay_uniform,15474433693329049394,s7cd1:20260912:0:45:outlier_mask_uniform,2270527795750519703,s7cd1:20260912:0:45:outlier_direction,10787085593505203007
informative,0,46,20260912,whole_base_sequence,s7cd1:20260912:0:46:truth,6653157493699166346,s7cd1:20260912:0:46:nominal_bearing_noise,9482181244066505551,s7cd1:20260912:0:46:transport_loss_uniform,9364154060591523408,s7cd1:20260912:0:46:transport_delay_uniform,11526264078561324696,s7cd1:20260912:0:46:outlier_mask_uniform,12810393017910977952,s7cd1:20260912:0:46:outlier_direction,11580915754404016143
informative,0,47,20260912,whole_base_sequence,s7cd1:20260912:0:47:truth,4469509587412107961,s7cd1:20260912:0:47:nominal_bearing_noise,16936622709296380446,s7cd1:20260912:0:47:transport_loss_uniform,15800004346559698242,s7cd1:20260912:0:47:transport_delay_uniform,4772634469132578462,s7cd1:20260912:0:47:outlier_mask_uniform,631848377414336525,s7cd1:20260912:0:47:outlier_direction,2068138717689182148
informative,0,48,20260912,whole_base_sequence,s7cd1:20260912:0:48:truth,11982338661088506660,s7cd1:20260912:0:48:nominal_bearing_noise,17127646458610037856,s7cd1:20260912:0:48:transport_loss_uniform,12052758476897582132,s7cd1:20260912:0:48:transport_delay_uniform,12336656012021919051,s7cd1:20260912:0:48:outlier_mask_uniform,7936151160188878661,s7cd1:20260912:0:48:outlier_direction,17481504449148177134
informative,0,49,20260912,whole_base_sequence,s7cd1:20260912:0:49:truth,2530658381279446733,s7cd1:20260912:0:49:nominal_bearing_noise,11335319628167095302,s7cd1:20260912:0:49:transport_loss_uniform,15133472454882766329,s7cd1:20260912:0:49:transport_delay_uniform,11953822011111378065,s7cd1:20260912:0:49:outlier_mask_uniform,14729080116999571433,s7cd1:20260912:0:49:outlier_direction,3269403351658301324
informative,0,50,20260912,whole_base_sequence,s7cd1:20260912:0:50:truth,6148046979586967268,s7cd1:20260912:0:50:nominal_bearing_noise,8559556843880721624,s7cd1:20260912:0:50:transport_loss_uniform,12260370988942004903,s7cd1:20260912:0:50:transport_delay_uniform,17431357449322799252,s7cd1:20260912:0:50:outlier_mask_uniform,18352311357529725747,s7cd1:20260912:0:50:outlier_direction,800195314918504649
informative,0,51,20260912,whole_base_sequence,s7cd1:20260912:0:51:truth,17506297930431953003,s7cd1:20260912:0:51:nominal_bearing_noise,7614788319314369930,s7cd1:20260912:0:51:transport_loss_uniform,10125040195997926400,s7cd1:20260912:0:51:transport_delay_uniform,10188054912171286553,s7cd1:20260912:0:51:outlier_mask_uniform,9730098592409684907,s7cd1:20260912:0:51:outlier_direction,4219868063915574242
informative,0,52,20260912,whole_base_sequence,s7cd1:20260912:0:52:truth,6183583758719753824,s7cd1:20260912:0:52:nominal_bearing_noise,3103825624983505096,s7cd1:20260912:0:52:transport_loss_uniform,13644686078386291253,s7cd1:20260912:0:52:transport_delay_uniform,10109860237600243859,s7cd1:20260912:0:52:outlier_mask_uniform,918349106659451607,s7cd1:20260912:0:52:outlier_direction,4570046178672306396
informative,0,53,20260912,whole_base_sequence,s7cd1:20260912:0:53:truth,14691183638377108473,s7cd1:20260912:0:53:nominal_bearing_noise,7768150150427928473,s7cd1:20260912:0:53:transport_loss_uniform,14074476862038206084,s7cd1:20260912:0:53:transport_delay_uniform,9040631371226767459,s7cd1:20260912:0:53:outlier_mask_uniform,3968261610571645894,s7cd1:20260912:0:53:outlier_direction,10674348110244634753
informative,0,54,20260912,whole_base_sequence,s7cd1:20260912:0:54:truth,4776319632316736414,s7cd1:20260912:0:54:nominal_bearing_noise,1503065291189728555,s7cd1:20260912:0:54:transport_loss_uniform,429274776051570144,s7cd1:20260912:0:54:transport_delay_uniform,394768351575128857,s7cd1:20260912:0:54:outlier_mask_uniform,7710266934875659506,s7cd1:20260912:0:54:outlier_direction,14971064806509854134
informative,0,55,20260912,whole_base_sequence,s7cd1:20260912:0:55:truth,2613340414528131759,s7cd1:20260912:0:55:nominal_bearing_noise,15025614613752002507,s7cd1:20260912:0:55:transport_loss_uniform,11345828390099544887,s7cd1:20260912:0:55:transport_delay_uniform,6839079720268170493,s7cd1:20260912:0:55:outlier_mask_uniform,6025535833236275697,s7cd1:20260912:0:55:outlier_direction,2553045965488258545
informative,0,56,20260912,whole_base_sequence,s7cd1:20260912:0:56:truth,16137396644723464573,s7cd1:20260912:0:56:nominal_bearing_noise,8594435635430513629,s7cd1:20260912:0:56:transport_loss_uniform,9771231538375956306,s7cd1:20260912:0:56:transport_delay_uniform,13261366709606895583,s7cd1:20260912:0:56:outlier_mask_uniform,5978029408967958418,s7cd1:20260912:0:56:outlier_direction,2608575634507926602
informative,0,57,20260912,whole_base_sequence,s7cd1:20260912:0:57:truth,5664078397193230242,s7cd1:20260912:0:57:nominal_bearing_noise,210937260436051727,s7cd1:20260912:0:57:transport_loss_uniform,14048405802973459955,s7cd1:20260912:0:57:transport_delay_uniform,5772426406200602880,s7cd1:20260912:0:57:outlier_mask_uniform,4512980279546096944,s7cd1:20260912:0:57:outlier_direction,11146736070292614397
informative,0,58,20260912,whole_base_sequence,s7cd1:20260912:0:58:truth,15072121159652203381,s7cd1:20260912:0:58:nominal_bearing_noise,10548810353918188634,s7cd1:20260912:0:58:transport_loss_uniform,17655453203663733474,s7cd1:20260912:0:58:transport_delay_uniform,10417790945641915991,s7cd1:20260912:0:58:outlier_mask_uniform,5461667107220250699,s7cd1:20260912:0:58:outlier_direction,7490034896740161935
informative,0,59,20260912,whole_base_sequence,s7cd1:20260912:0:59:truth,16600196435320828706,s7cd1:20260912:0:59:nominal_bearing_noise,4268029405050313146,s7cd1:20260912:0:59:transport_loss_uniform,5520145585252239691,s7cd1:20260912:0:59:transport_delay_uniform,18389990947759050955,s7cd1:20260912:0:59:outlier_mask_uniform,7979113741377970458,s7cd1:20260912:0:59:outlier_direction,3196216909048996327
informative,0,60,20260912,whole_base_sequence,s7cd1:20260912:0:60:truth,4660471122869136807,s7cd1:20260912:0:60:nominal_bearing_noise,76784185794286962,s7cd1:20260912:0:60:transport_loss_uniform,5595041023037501905,s7cd1:20260912:0:60:transport_delay_uniform,17519516447724081751,s7cd1:20260912:0:60:outlier_mask_uniform,967307718920101586,s7cd1:20260912:0:60:outlier_direction,6792381944386237698
informative,0,61,20260912,whole_base_sequence,s7cd1:20260912:0:61:truth,16094205785035681194,s7cd1:20260912:0:61:nominal_bearing_noise,17509545600797432091,s7cd1:20260912:0:61:transport_loss_uniform,6337493445017194623,s7cd1:20260912:0:61:transport_delay_uniform,15959928952321817986,s7cd1:20260912:0:61:outlier_mask_uniform,7656275745619403495,s7cd1:20260912:0:61:outlier_direction,9649006551468480755
informative,0,62,20260912,whole_base_sequence,s7cd1:20260912:0:62:truth,10642608288982523063,s7cd1:20260912:0:62:nominal_bearing_noise,4320099374736571711,s7cd1:20260912:0:62:transport_loss_uniform,15773584399068381456,s7cd1:20260912:0:62:transport_delay_uniform,4800810170022466043,s7cd1:20260912:0:62:outlier_mask_uniform,8831323156714108376,s7cd1:20260912:0:62:outlier_direction,12522449061731266854
informative,0,63,20260912,whole_base_sequence,s7cd1:20260912:0:63:truth,11866942801367266315,s7cd1:20260912:0:63:nominal_bearing_noise,14075470085195178534,s7cd1:20260912:0:63:transport_loss_uniform,23094829934935646,s7cd1:20260912:0:63:transport_delay_uniform,14547662700830613168,s7cd1:20260912:0:63:outlier_mask_uniform,6621676133135333769,s7cd1:20260912:0:63:outlier_direction,748525495860556178
informative,0,64,20260912,whole_base_sequence,s7cd1:20260912:0:64:truth,18072593193048847075,s7cd1:20260912:0:64:nominal_bearing_noise,14533798773518552608,s7cd1:20260912:0:64:transport_loss_uniform,6341150240778664373,s7cd1:20260912:0:64:transport_delay_uniform,17567699814223403081,s7cd1:20260912:0:64:outlier_mask_uniform,4755638401214311058,s7cd1:20260912:0:64:outlier_direction,7679038805570877145
informative,0,65,20260912,whole_base_sequence,s7cd1:20260912:0:65:truth,18049653525848584282,s7cd1:20260912:0:65:nominal_bearing_noise,5303521879441541733,s7cd1:20260912:0:65:transport_loss_uniform,8596808986125163404,s7cd1:20260912:0:65:transport_delay_uniform,1851451448898237597,s7cd1:20260912:0:65:outlier_mask_uniform,2264952547058059216,s7cd1:20260912:0:65:outlier_direction,16633069729517707584
informative,0,66,20260912,whole_base_sequence,s7cd1:20260912:0:66:truth,17004064500535548854,s7cd1:20260912:0:66:nominal_bearing_noise,10146931201678735697,s7cd1:20260912:0:66:transport_loss_uniform,750895401400673675,s7cd1:20260912:0:66:transport_delay_uniform,16937961145031616810,s7cd1:20260912:0:66:outlier_mask_uniform,8293771434153001146,s7cd1:20260912:0:66:outlier_direction,2843294191296824786
