geometry,geometry_index,sequence_index,base_seed,independent_unit,truth_provenance,truth_seed,nominal_bearing_noise_provenance,nominal_bearing_noise_seed,transport_loss_uniform_provenance,transport_loss_uniform_seed,transport_delay_uniform_provenance,transport_delay_uniform_seed,outlier_mask_uniform_provenance,outlier_mask_uniform_seed,outlier_direction_provenance,outlier_direction_seed
informative,0,11,20260914,whole_base_sequence,s7cd1:20260914:0:11:truth,9454149491992067483,s7cd1:20260914:0:11:nominal_bearing_noise,5219664794335067493,s7cd1:20260914:0:11:transport_loss_uniform,8935251118311057454,s7cd1:20260914:0:11:transport_delay_uniform,8394772011024424697,s7cd1:20260914:0:11:outlier_mask_uniform,7076234643916099217,s7cd1:20260914:0:11:outlier_direction,12847528241920980216
informative,0,12,20260914,whole_base_sequence,s7cd1:20260914:0:12:truth,1589244203184017092,s7cd1:20260914:0:12:nominal_bearing_noise,7957038115034875590,s7cd1:20260914:0:12:transport_loss_uniform,5613209303619689240,s7cd1:20260914:0:12:transport_delay_uniform,6962779622321404587,s7cd1:20260914:0:12:outlier_mask_uniform,6274896814143654857,s7cd1:20260914:0:12:outlier_direction,10374856106022681808
informative,0,13,20260914,whole_base_sequence,s7cd1:20260914:0:13:truth,8958777243274297069,s7cd1:20260914:0:13:nominal_bearing_noise,3601577024380987199,s7cd1:20260914:0:13:transport_loss_uniform,5089348996740986856,s7cd1:20260914:0:13:transport_delay_uniform,1356239925237638944,s7cd1:20260914:0:13:outlier_mask_uniform,3948164649855492825,s7cd1:20260914:0:13:outlier_direction,16757721553491004891
informative,0,14,20260914,whole_base_sequence,s7cd1:20260914:0:14:truth,10254847716289215874,s7cd1:20260914:0:14:nominal_bearing_noise,11736924450695543173,s7cd1:20260914:0:14:transport_loss_uniform,4772684017303955651,s7cd1:20260914:0:14:transport_delay_uniform,4355145949871835089,s7cd1:20260914:0:14:outlier_mask_uniform,14604073230145828757,s7cd1:20260914:0:14:outlier_direction,17917442615377260978
informative,0,15,20260914,whole_base_sequence,s7cd1:20260914:0:15:truth,12798920686034384906,s7cd1:20260914:0:15:nominal_bearing_noise,16561072404826356575,s7cd1:20260914:0:15:transport_loss_uniform,12197149772719956306,s7cd1:20260914:0:15:transport_delay_uniform,2626070217371143712,s7cd1:20260914:0:15:outlier_mask_uniform,16459877630871779180,s7cd1:20260914:0:15:outlier_direction,10387028930485288291
informative,0,16,20260914,whole_base_sequence,s7cd1:20260914:0:16:truth,10531925927967699414,s7cd1:20260914:0:16:nominal_bearing_noise,2992645184476509157,s7cd1:20260914:0:16:transport_loss_uniform,14686736321079127950,s7cd1:20260914:0:16:transport_delay_uniform,11433632317936787829,s7cd1:20260914:0:16:outlier_mask_uniform,6029845635064436499,s7cd1:20260914:0:16:outlier_direction,8977945582015175382
informative,0,17,20260914,whole_base_sequence,s7cd1:20260914:0:17:truth,1792891387697444538,s7cd1:20260914:0:17:nominal_bearing_noise,5197144988717241056,s7cd1:20260914:0:17:transport_loss_uniform,9956600558185407576,s7cd1:20260914:0:17:transport_delay_uniform,9614932426903102857,s7cd1:20260914:0:17:outlier_mask_uniform,2923787534867533235,s7cd1:20260914:0:17:outlier_direction,9414762129202035320
informative,0,18,20260914,whole_base_sequence,s7cd1:20260914:0:18:truth,11926689415571355336,s7cd1:20260914:0:18:nominal_bearing_noise,4821026823259959771,s7cd1:20260914:0:18:transport_loss_uniform,4541394242431654288,s7cd1:20260914:0:18:transport_delay_uniform,14146710602216678937,s7cd1:20260914:0:18:outlier_mask_uniform,8960564246052704360,s7cd1:20260914:0:18:outlier_direction,15258402192159175875
informative,0,19,20260914,whole_base_sequence,s7cd1:20260914:0:19:truth,13614338341228572121,s7cd1:20260914:0:19:nominal_bearing_noise,16646479623031167723,s7cd1:20260914:0:19:transport_loss_uniform,16064267385565895643,s7cd1:20260914:0:19:transport_delay_uniform,2370888501530205390,s7cd1:20260914:0:19:outlier_mask_uniform,15287323411870053848,s7cd1:20260914:0:19:outlier_direction,7565449947562967940
informative,0,20,20260914,whole_base_sequence,s7cd1:20260914:0:20:truth,8020735036395061825,s7cd1:20260914:0:20:nominal_bearing_noise,10762677807079233896,s7cd1:20260914:0:20:transport_loss_uniform,4853533375369583438,s7cd1:20260914:0:20:transport_delay_uniform,11457514913345862896,s7cd1:20260914:0:20:outlier_mask_uniform,705177782372541705,s7cd1:20260914:0:20:outlier_direction,14923423398036153916
informative,0,21,20260914,whole_base_sequence,s7cd1:20260914:0:21:truth,3435450872486183644,s7cd1:20260914:0:21:nominal_bearing_noise,9730387013703367624,s7cd1:20260914:0:21:transport_loss_uniform,13656580533162495597,s7cd1:20260914:0:21:transport_delay_uniform,3073740379732832810,s7cd1:20260914:0:21:outlier_mask_uniform,6963841920243466345,s7cd1:20260914:0:21:outlier_direction,4022656150658957220
informative,0,22,20260914,whole_base_sequence,s7cd1:20260914:0:22:truth,13007753248528630689,s7cd1:20260914:0:22:nominal_bearing_noise,18067899430216287773,s7cd1:20260914:0:22:transport_loss_uniform,3995512740739805738,s7cd1:20260914:0:22:transport_delay_uniform,6214863384179692833,s7cd1:20260914:0:22:outlier_mask_uniform,7697317738588046205,s7cd1:20260914:0:22:outlier_direction,6739821194003421607
informative,0,23,20260914,whole_base_sequence,s7cd1:20260914:0:23:truth,6363130107362396986,s7cd1:20260914:0:23:nominal_bearing_noise,13539269124282358234,s7cd1:20260914:0:23:transport_loss_uniform,2636916228528389668,s7cd1:20260914:0:23:transport_delay_uniform,5873438609340363402,s7cd1:20260914:0:23:outlier_mask_uniform,7205475101155039804,s7cd1:20260914:0:23:outlier_direction,16227827692833698298
informative,0,24,20260914,whole_base_sequence,s7cd1:20260914:0:24:truth,8690581264310885271,s7cd1:20260914:0:24:nominal_bearing_noise,6605994216324330719,s7cd1:20260914:0:24:transport_loss_uniform,5192322593239527297,s7cd1:20260914:0:24:transport_delay_uniform,4892335684817941168,s7cd1:20260914:0:24:outlier_mask_uniform,13330041371791741331,s7cd1:20260914:0:24:outlier_direction,2331918102756855158
informative,0,25,20260914,whole_base_sequence,s7cd1:20260914:0:25:truth,11961331811846945449,s7cd1:20260914:0:25:nominal_bearing_noise,7297806357950582512,s7cd1:20260914:0:25:transport_loss_uniform,15826456467003793302,s7cd1:20260914:0:25:transport_delay_uniform,11907137796131129782,s7cd1:20260914:0:25:outlier_mask_uniform,15371770873939668733,s7cd1:20260914:0:25:outlier_direction,13346526953156667882
informative,0,26,20260914,whole_base_sequence,s7cd1:20260914:0:26:truth,10038579296613749534,s7cd1:20260914:0:26:nominal_bearing_noise,5357125267418202099,s7cd1:20260914:0:26:transport_loss_uniform,3592067884163397968,s7cd1:20260914:0:26:transport_delay_uniform,6654354620476817084,s7cd1:20260914:0:26:outlier_mask_uniform,18001257062871424892,s7cd1:20260914:0:26:outlier_direction,9653026227052149594
informative,0,27,20260914,whole_base_sequence,s7cd1:20260914:0:27:truth,1817282163125356121,s7cd1:20260914:0:27:nominal_bearing_noise,11475569916479693819,s7cd1:20260914:0:27:transport_loss_uniform,12394196367757419784,s7cd1:20260914:0:27:transport_delay_uniform,7471363735658113200,s7cd1:20260914:0:27:outlier_mask_uniform,9152719208218582098,s7cd1:20260914:0:27:outlier_direction,16758661025305532303
informative,0,28,20260914,whole_base_sequence,s7cd1:20260914:0:28:truth,1548891103007678833,s7cd1:20260914:0:28:nominal_bearing_noise,9847122258793877556,s7cd1:20260914:0:28:transport_loss_uniform,7687110065294680035,s7cd1:20260914:0:28:transport_delay_uniform,3264749840533219040,s7cd1:20260914:0:28:outlier_mask_uniform,3791546828655135271,s7cd1:20260914:0:28:outlier_direction,10808253107969350968
informative,0,29,20260914,whole_base_sequence,s7cd1:20260914:0:29:truth,13219874522377249244,s7cd1:20260914:0:29:nominal_bearing_noise,17438400452939335583,s7cd1:20260914:0:29:transport_loss_uniform,5431452464051495638,s7cd1:20260914:0:29:transport_delay_uniform,9883221253832257707,s7cd1:20260914:0:29:outlier_mask_uniform,2894145793592799,s7cd1:20260914:0:29:outlier_direction,2943866481417605278
informative,0,30,20260914,whole_base_sequence,s7cd1:20260914:0:30:truth,2888542949488686076,s7cd1:20260914:0:30:nominal_bearing_noise,14515284480988085670,s7cd1:20260914:0:30:transport_loss_uniform,2836176834466801943,s7cd1:20260914:0:30:transport_delay_uniform,13091858732073298097,s7cd1:20260914:0:30:outlier_mask_uniform,3544028417507555923,s7cd1:20260914:0:30:outlier_direction,11706955653169218325
informative,0,31,20260914,whole_base_sequence,s7cd1:20260914:0:31:truth,8156107678038357995,s7cd1:20260914:0:31:nominal_bearing_noise,11331470882537148640,s7cd1:20260914:0:31:transport_loss_uniform,15878501786200549959,s7cd1:20260914:0:31:transport_delay_uniform,7992597578999337937,s7cd1:20260914:0:31:outlier_mask_uniform,3733262767079365591,s7cd1:20260914:0:31:outlier_direction,15376739641186281283
informative,0,32,20260914,whole_base_sequence,s7cd1:20260914:0:32:truth,15244743960192358188,s7cd1:20260914:0:32:nominal_bearing_noise,8855255748417002069,s7cd1:20260914:0:32:transport_loss_uniform,15414232256567391086,s7cd1:20260914:0:32:transport_delay_uniform,11988353366108936229,s7cd1:20260914:0:32:outlier_mask_uniform,2373727096655529575,s7cd1:20260914:0:32:outlier_direction,7391239029710567233
informative,0,33,20260914,whole_base_sequence,s7cd1:20260914:0:33:truth,10062204942770298579,s7cd1:20260914:0:33:nominal_bearing_noise,8848327385596281441,s7cd1:20260914:0:33:transport_loss_uniform,6385359938774757662,s7cd1:20260914:0:33:transport_delay_uniform,13574275988268004859,s7cd1:20260914:0:33:outlier_mask_uniform,11032518246482716757,s7cd1:20260914:0:33:outlier_direction,4091725054434595538
informative,0,34,20260914,whole_base_sequence,s7cd1:20260914:0:34:truth,7604951327177283792,s7cd1:20260914:0:34:nominal_bearing_noise,15662734370018180254,s7cd1:20260914:0:34:transport_loss_uniform,11031472013579488119,s7cd1:20260914:0:34:transport_delay_uniform,11282946078361919481,s7cd1:20260914:0:34:outlier_mask_uniform,6447521356208680768,s7cd1:20260914:0:34:outlier_direction,10770956320907757020
informative,0,35,20260914,whole_base_sequence,s7cd1:20260914:0:35:truth,5996143075377544232,s7cd1:20260914:0:35:nominal_bearing_noise,11202376129533986830,s7cd1:20260914:0:35:transport_loss_uniform,15558766191984200035,s7cd1:20260914:0:35:transport_delay_uniform,13740073758924106694,s7cd1:20260914:0:35:outlier_mask_uniform,3409402635408677015,s7cd1:20260914:0:35:outlier_direction,1145804203231385114
informative,0,36,20260914,whole_base_sequence,s7cd1:20260914:0:36:truth,14211094997670412616,s7cd1:20260914:0:36:nominal_bearing_noise,5523999260916090024,s7cd1:20260914:0:36:transport_loss_uniform,2642275947182009307,s7cd1:20260914:0:36:transport_delay_uniform,5744831768232204098,s7cd1:20260914:0:36:outlier_mask_uniform,10252301843037755006,s7cd1:20260914:0:36:outlier_direction,5522476869581833635
informative,0,37,20260914,whole_base_sequence,s7cd1:20260914:0:37:truth,1035532011027211361,s7cd1:20260914:0:37:nominal_bearing_noise,11771379608073249599,s7cd1:20260914:0:37:transport_loss_uniform,11403759023395198224,s7cd1:20260914:0:37:transport_delay_uniform,5146297824414741395,s7cd1:20260914:0:37:outlier_mask_uniform,4672012372594392882,s7cd1:20260914:0:37:outlier_direction,11462037732911640002
informative,0,38,20260914,whole_base_sequence,s7cd1:20260914:0:38:truth,11733641807902792692,s7cd1:20260914:0:38:nominal_bearing_noise,15303242373552578846,s7cd1:20260914:0:38:transport_loss_uniform,2433199999515188235,s7cd1:20260914:0:38:transport_delay_uniform,17112475230339745256,s7cd1:20260914:0:38:outlier_mask_uniform,4189169366830855394,s7cd1:20260914:0:38:outlier_direction,9737264915417856107
informative,0,39,20260914,whole_base_sequence,s7cd1:20260914:0:39:truth,11591105284400394680,s7cd1:20260914:0:39:nominal_bearing_noise,8422707031770152330,s7cd1:20260914:0:39:transport_loss_uniform,3974358958285033471,s7cd1:20260914:0:39:transport_delay_uniform,9623966520671361577,s7cd1:20260914:0:39:outlier_mask_uniform,12958571964673959609,s7cd1:20260914:0:39:outlier_direction,8138490299819828553
informative,0,40,20260914,whole_base_sequence,s7cd1:20260914:0:40:truth,9556961498203470423,s7cd1:20260914:0:40:nominal_bearing_noise,16803027859061664093,s7cd1:20260914:0:40:transport_loss_uniform,8135693157484927397,s7cd1:20260914:0:40:transport_delay_uniform,4243348315679327464,s7cd1:20260914:0:40:outlier_mask_uniform,4009763687457144780,s7cd1:20260914:0:40:outlier_direction,5090121005413455135
informative,0,41,20260914,whole_base_sequence,s7cd1:20260914:0:41:truth,12686098323183936021,s7cd1:20260914:0:41:nominal_bearing_noise,10044454305575329712,s7cd1:20260914:0:41:transport_loss_uniform,3965496779361702525,s7cd1:20260914:0:41:transport_delay_uniform,11485108059696683084,s7cd1:20260914:0:41:outlier_mask_uniform,882200287045492891,s7cd1:20260914:0:41:outlier_direction,12651418999317365112
informative,0,42,20260914,whole_base_sequence,s7cd1:20260914:0:42:truth,18157117704477346276,s7cd1:20260914:0:42:nominal_bearing_noise,18278229034596580942,s7cd1:20260914:0:42:transport_loss_uniform,18426965321711969323,s7cd1:20260914:0:42:transport_delay_uniform,16621235906195044725,s7cd1:20260914:0:42:outlier_mask_uniform,6841915413274937075,s7cd1:20260914:0:42:outlier_direction,5029030521520549321
informative,0,43,20260914,whole_base_sequence,s7cd1:20260914:0:43:truth,16013935192673812357,s7cd1:20260914:0:43:nominal_bearing_noise,15807364009394468149,s7cd1:20260914:0:43:transport_loss_uniform,17315623269563806958,s7cd1:20260914:0:43:transport_delay_uniform,6674502567097595613,s7cd1:20260914:0:43:outlier_mask_uniform,17766272423965144194,s7cd1:20260914:0:43:outlier_direction,12595317433751191104
informative,0,44,20260914,whole_base_sequence,s7cd1:20260914:0:44:truth,1532875031693776395,s7cd1:20260914:0:44:nominal_bearing_noise,12949431437611328928,s7cd1:20260914:0:44:transport_loss_uniform,644405104372225350,s7cd1:20260914:0:44:transport_delay_uniform,4926239356328526699,s7cd1:20260914:0:44:outlier_mask_uniform,11089924539780151969,s7cd1:20260914:0:44:outlier_direction,9184724198290747557
informative,0,45,20260914,whole_base_sequence,s7cd1:20260914:0:45:truth,15038507894769943753,s7cd1:20260914:0:45:nominal_bearing_noise,12122528163296127046,s7cd1:20260914:0:45:transport_loss_uniform,962701539645385064,s7cd1:20260914:0:45:transport_delay_uniform,4923596752397079295,s7cd1:20260914:0:45:outlier_mask_uniform,4602086662105029259,s7cd1:20260914:0:45:outlier_direction,81194927614968538
informative,0,46,20260914,whole_base_sequence,s7cd1:20260914:0:46:truth,17138523434107498126,s7cd1:20260914:0:46:nominal_bearing_noise,14274608069784905598,s7cd1:20260914:0:46:transport_loss_uniform,2603502556182590949,s7cd1:20260914:0:46:transport_delay_uniform,12110182576351115794,s7cd1:20260914:0:46:outlier_mask_uniform,11789436940374109452,s7cd1:20260914:0:46:outlier_direction,16747565933847325486
informative,0,47,20260914,whole_base_sequence,s7cd1:20260914:0:47:truth,10775860723397519719,s7cd1:20260914:0:47:nominal_bearing_noise,7665767678222215873,s7cd1:20260914:0:47:transport_loss_uniform,4982520699907794567,s7cd1:20260914:0:47:transport_delay_uniform,5728038796116540212,s7cd1:20260914:0:47:outlier_mask_uniform,2176931370086590514,s7cd1:20260914:0:47:outlier_direction,13482033398601176400
informative,0,48,20260914,whole_base_sequence,s7cd1:20260914:0:48:truth,4187044155766386403,s7cd1:20260914:0:48:nominal_bearing_noise,4173970442501536239,s7cd1:20260914:0:48:transport_loss_uniform,4261373697460732828,s7cd1:20260914:0:48:transport_delay_uniform,5409877119130711080,s7cd1:20260914:0:48:outlier_mask_uniform,856047956088831847,s7cd1:20260914:0:48:outlier_direction,13228007735488901399
informative,0,49,20260914,whole_base_sequence,s7cd1:20260914:0:49:truth,2589319101889709762,s7cd1:20260914:0:49:nominal_bearing_noise,16080469499632059137,s7cd1:20260914:0:49:transport_loss_uniform,13965686837363074081,s7cd1:20260914:0:49:transport_delay_uniform,5325712918924119809,s7cd1:20260914:0:49:outlier_mask_uniform,3602744922425554692,s7cd1:20260914:0:49:outlier_direction,11490511026124808837
informative,0,50,20260914,whole_base_sequence,s7cd1:20260914:0:50:truth,3013127890509394921,s7cd1:20260914:0:50:nominal_bearing_noise,14397929241812471377,s7cd1:20260914:0:50:transport_loss_uniform,7713435561235699779,s7cd1:20260914:0:50:transport_delay_uniform,10720358999009441857,s7cd1:20260914:0:50:outlier_mask_uniform,3921716844667591878,s7cd1:20260914:0:50:outlier_direction,6516130777205426065
informative,0,51,20260914,whole_base_sequence,s7cd1:20260914:0:51:truth,1275051479382938783,s7cd1:20260914:0:51:nominal_bearing_noise,4419128488625488943,s7cd1:20260914:0:51:transport_loss_uniform,16455053360186421017,s7cd1:20260914:0:51:transport_delay_uniform,4865186419620617430,s7cd1:20260914:0:51:outlier_mask_uniform,13178228557358635056,s7cd1:20260914:0:51:outlier_direction,11801812445459433677
informative,0,52,20260914,whole_base_sequence,s7cd1:20260914:0:52:truth,17526183955340240695,s7cd1:20260914:0:52:nominal_bearing_noise,4981008095065191353,s7cd1:20260914:0:52:transport_loss_uniform,10045606420656916921,s7cd1:20260914:0:52:transport_delay_uniform,15072396228433692849,s7cd1:20260914:0:52:outlier_mask_uniform,14417181842751888792,s7cd1:20260914:0:52:outlier_direction,6501594627467318838
informative,0,53,20260914,whole_base_sequence,s7cd1:20260914:0:53:truth,11412926229511796606,s7cd1:20260914:0:53:nominal_bearing_noise,3069043766176257048,s7cd1:20260914:0:53:transport_loss_uniform,1412459577454870700,s7cd1:20260914:0:53:transport_delay_uniform,10356189069585906181,s7cd1:20260914:0:53:outlier_mask_uniform,338487752216499368,s7cd1:20260914:0:53:outlier_direction,3311942776503098979
informative,0,54,20260914,whole_base_sequence,s7cd1:20260914:0:54:truth,3695053095462776233,s7cd1:20260914:0:54:nominal_bearing_noise,2693078902086553478,s7cd1:20260914:0:54:transport_loss_uniform,11098998139901013163,s7cd1:20260914:0:54:transport_delay_uniform,7388456207814225109,s7cd1:20260914:0:54:outlier_mask_uniform,17433195865288199192,s7cd1:20260914:0:54:outlier_direction,1521846513371825011
informative,0,55,20260914,whole_base_sequence,s7cd1:20260914:0:55:truth,14091023896321838066,s7cd1:20260914:0:55:nominal_bearing_noise,3725442886809678270,s7cd1:20260914:0:55:transport_loss_uniform,15706520193938840954,s7cd1:20260914:0:55:transport_delay_uniform,1368119349627827042,s7cd1:20260914:0:55:outlier_mask_uniform,165635159101579811,s7cd1:20260914:0:55:outlier_direction,368509099878019013
informative,0,56,20260914,whole_base_sequence,s7cd1:20260914:0:56:truth,7766392120606232490,s7cd1:20260914:0:56:nominal_bearing_noise,6667405979251459791,s7cd1:20260914:0:56:transport_loss_uniform,3142075291675255330,s7cd1:20260914:0:56:transport_delay_uniform,12367431226563351457,s7cd1:20260914:0:56:outlier_mask_uniform,3249955644559314526,s7cd1:20260914:0:56:outlier_direction,9941266741779815854
informative,0,57,20260914,whole_base_sequence,s7cd1:20260914:0:57:truth,6347206177314006121,s7cd1:20260914:0:57:nominal_bearing_noise,15759811793090938199,s7cd1:20260914:0:57:transport_loss_uniform,17501691452652667025,s7cd1:20260914:0:57:transport_delay_uniform,15766824269216889992,s7cd1:20260914:0:57:outlier_mask_uniform,3639978161418420259,s7cd1:20260914:0:57:outlier_direction,16170340774444644429
informative,0,58,20260914,whole_base_sequence,s7cd1:20260914:0:58:truth,7860312892603530151,s7cd1:20260914:0:58:nominal_bearing_noise,1583800820176138639,s7cd1:20260914:0:58:transport_loss_uniform,11528098701248972227,s7cd1:20260914:0:58:transport_delay_uniform,17787126127347856943,s7cd1:20260914:0:58:outlier_mask_uniform,14595056453430258285,s7cd1:20260914:0:58:outlier_direction,5345900957094391178
informative,0,59,20260914,whole_base_sequence,s7cd1:20260914:0:59:truth,9129388964068029591,s7cd1:20260914:0:59:nominal_bearing_noise,12029939534598656285,s7cd1:20260914:0:59:transport_loss_uniform,11937203523444754696,s7cd1:20260914:0:59:transport_delay_uniform,6649015415445492072,s7cd1:20260914:0:59:outlier_mask_uniform,11945594363276950428,s7cd1:20260914:0:59:outlier_direction,2646433242534861775
informative,0,60,20260914,whole_base_sequence,s7cd1:20260914:0:60:truth,11475551026264976475,s7cd1:20260914:0:60:nominal_bearing_noise,17953277796645445040,s7cd1:20260914:0:60:transport_loss_uniform,9809932390399082557,s7cd1:20260914:0:60:transport_delay_uniform,4601910710435045696,s7cd1:20260914:0:60:outlier_mask_uniform,15594852035722830855,s7cd1:20260914:0:60:outlier_direction,14998007163614466476
informative,0,61,20260914,whole_base_sequence,s7cd1:20260914:0:61:truth,7694873836989953429,s7cd1:20260914:0:61:nominal_bearing_noise,10470810402762399867,s7cd1:20260914:0:61:transport_loss_uniform,11101821483113566796,s7cd1:20260914:0:61:transport_delay_uniform,1160053636257035506,s7cd1:20260914:0:61:outlier_mask_uniform,11961516362417968076,s7cd1:20260914:0:61:outlier_direction,1225149649632600458
informative,0,62,20260914,whole_base_sequence,s7cd1:20260914:0:62:truth,4856555751838575152,s7cd1:20260914:0:62:nominal_bearing_noise,6138828486939645853,s7cd1:20260914:0:62:transport_loss_uniform,2809554626476518754,s7cd1:20260914:0:62:transport_delay_uniform,6909962442325559025,s7cd1:20260914:0:62:outlier_mask_uniform,3894514944172233541,s7cd1:20260914:0:62:outlier_direction,177490795616572870
informative,0,63,20260914,whole_base_sequence,s7cd1:20260914:0:63:truth,10300989829388052401,s7cd1:20260914:0:63:nominal_bearing_noise,15793361518220858099,s7cd1:20260914:0:63:transport_loss_uniform,16962506042973101275,s7cd1:20260914:0:63:transport_delay_uniform,11455280070077907057,s7cd1:20260914:0:63:outlier_mask_uniform,7461039796265454396,s7cd1:20260914:0:63:outlier_direction,1437368461835513315
informative,0,64,20260914,whole_base_sequence,s7cd1:20260914:0:64:truth,18440430852501601106,s7cd1:20260914:0:64:nominal_bearing_noise,14968807943328166927,s7cd1:20260914:0:64:transport_loss_uniform,10988417813256470963,s7cd1:20260914:0:64:transport_delay_uniform,15379284978951787190,s7cd1:20260914:0:64:outlier_mask_uniform,17318570700208855857,s7cd1:20260914:0:64:outlier_direction,6930636973993381652
informative,0,65,20260914,whole_base_sequence,s7cd1:20260914:0:65:truth,10545714205199388424,s7cd1:20260914:0:65:nominal_bearing_noise,3620141420378807789,s7cd1:20260914:0:65:transport_loss_uniform,3901382260373816574,s7cd1:20260914:0:65:transport_delay_uniform,4486081945579326945,s7cd1:20260914:0:65:outlier_mask_uniform,909672355930805746,s7cd1:20260914:0:65:outlier_direction,13569835373800384082
informative,0,66,20260914,whole_base_sequence,s7cd1:20260914:0:66:truth,16051323362148165135,s7cd1:20260914:0:66:nominal_bearing_noise,16174261893918364877,s7cd1:20260914:0:66:transport_loss_uniform,733543658781716184,s7cd1:20260914:0:66:transport_delay_uniform,8474440151941734869,s7cd1:20260914:0:66:outlier_mask_uniform,18000593248246096392,s7cd1:20260914:0:66:outlier_direction,8503690082791343703
